No,,일반시설일련번호,기준년도,시설종류,시설명,전체집행연장,전체집행면적,미집행연장,위치정보,좌표정보(X),좌표정보(Y),지번주소,도로명주소
107,108,1236698,2015,중학교,상도중학교,0,20010,0,사당동 181-20,37.4903824,126.9615329,서울특별시 동작구 사당동 181-20,서울특별시 동작구 사당로2가길 72
108,109,1236699,2015,중학교,장승중학교,0,10710,0,상도동 175-1,37.50333533,126.9405967,서울특별시 동작구 상도동 175-1,서울특별시 동작구 장승배기로10가길 25
109,110,1236700,2015,중학교,강현중학교,0,15398,0,상도동 335-5,37.50311268,126.9311044,서울특별시 동작구 상도동 335-5,서울특별시 동작구 상도로13라길 22
110,111,1236701,2015,중학교,대방여자중,0,13977,0,신대방동 492-200,37.49515406,126.9137645,서울특별시 동작구 신대방동 492-200,서울특별시 동작구 여의대방로10길 24
111,112,1236702,2015,중학교,상현중학교,0,20000,0,상도동 111-52,37.49414042,126.9612891,서울특별시 동작구 상도동 111-52,서울특별시 동작구 사당로2길 2-19
112,113,1236704,2015,중학교,중대부속남·여중·고교,0,16372,0,흑석동 86,37.50442011,126.9613625,서울특별시 동작구 흑석동 86,서울특별시 동작구 서달로 124
113,114,1236705,2015,중학교,학교,0,0,0,흑석동 60일대,37.50424412,126.9647396,서울특별시 동작구 흑석동 60,서울특별시 동작구 서달로12길 97-6
114,115,1236706,2015,고등학교,"동작고교,행림초교",0,28339,0,사당동 236-4,37.48217181,126.966059,서울특별시 동작구 사당동 236-4,서울특별시 동작구 솔밭로 61-6
115,116,1236707,2015,고등학교,수도여고,0,17388,0,신대방동 470-13,37.49304934,126.9155622,서울특별시 동작구 신대방동 470-13,서울특별시 동작구 여의대방로10길 73
116,117,1236708,2015,고등학교,"영화초,영등포중·고교",0,47390,0,대방동 13-2,37.50823103,126.9336415,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 5
117,118,1236709,2015,고등학교,"서울공업고교,강남중교",0,70000,0,대방동 390-5,37.50137659,126.9226228,서울특별시 동작구 대방동 390-5,서울특별시 동작구 대방동1길 46
118,119,1236710,2015,고등학교,경문고교,0,35690,0,동작동 산4-2,37.49308079,126.9816294,서울특별시 동작구 동작동 산 4-2,서울특별시 동작구 동작대로 171
119,120,1236711,2015,고등학교,숭의여자고등학교,0,12000,0,대방동 20-114,37.50801462,126.9291701,서울특별시 동작구 대방동 20-114,서울특별시 동작구 여의대방로36길 79
120,121,1236712,2015,고등학교,성남고등학교,0,96847,0,대방동 375-1,37.50468911,126.9269649,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74
121,122,1236713,2015,특수학교,삼성농아원,0,3447,0,상도동 산65-127,37.5000468,126.9417581,서울특별시 동작구 상도동 202-6,서울특별시 동작구 양녕로29길 44
122,123,1236714,2015,대학(교),중앙대학교,0,176369,0,흑석동 221,37.50439667,126.9563901,서울특별시 동작구 흑석동 221,서울특별시 동작구 흑석로 84
123,124,1236715,2015,대학(교),숭실대학교,0,124539,0,상도동 1-1,37.50741924,126.9521405,서울특별시 동작구 상도동 1-1,서울특별시 동작구 매봉로2길 1
124,125,1236716,2015,대학(교),총신대학교,0,42309,0,사당동 200-1,37.48918318,126.9666399,서울특별시 동작구 사당동 200-1,서울특별시 동작구 사당로 143
125,126,1236717,2015,자치단체청사,공공청사,0,8308,0,동작구 노량진동47-2,37.51226793,126.9394288,서울특별시 동작구 노량진동 47-2,서울특별시 동작구 장승배기로 161
126,127,1236718,2015,자치단체청사,공공청사,0,4779,0,동작구 노량진동72-35,37.51299707,126.9427747,서울특별시 동작구 노량진동 72-35,서울특별시 동작구 노량진로 148
127,128,1236719,2015,자치단체청사,공공청사(사당1동사무소),0,495,0,동작구 사당동1049-11,37.47641296,126.9736339,서울특별시 동작구 사당동 1049-11,서울특별시 동작구 남부순환로 2025
128,129,1236720,2015,자치단체청사,공공청사(노량진2동),0,2971,0,노량진동 294-41,37.50874626,126.9364984,서울특별시 동작구 노량진동 294-41,서울특별시 동작구 노량진로8나길 91-2
129,130,1236721,2015,자치단체청사,공공청사(노량진1동),0,2027,0,노량진동 225-171일대,37.50938115,126.942941,서울특별시 동작구 노량진동 225-171,서울특별시 동작구 장승배기로16길 109-8
130,131,1236722,2015,자치단체청사,공공청사(사당5동),0,578,0,동작구 사당동228-11,37.4856805,126.9669345,서울특별시 동작구 사당동 228-11,서울특별시 동작구 사당로2가길 219
131,132,1236723,2015,자치단체청사,공공청사(상도파출소),0,175,0,동작구 상도1동 706,37.50338293,126.947298,서울특별시 동작구 상도1동 706,서울특별시 동작구 상도로 268
132,134,1236725,2015,자치단체청사,공공청사,0,3046,0,동작구 상도동176-3외5,37.50442384,126.9411375,서울특별시 동작구 상도동 176-3,서울특별시 동작구 장승배기로10길 42
133,135,1236726,2015,자치단체청사,공공청사(상도4동),0,330,0,동작구 상도동198-22외1,37.5000118,126.9378085,서울특별시 동작구 상도동 198-22,서울특별시 동작구 성대로25가길 23
134,136,1236727,2015,자치단체청사,주민센터 흑석7구역,0,729,0,동작구 흑석동 173-186,37.50940251,126.9600774,서울특별시 동작구 흑석동 173-186,서울특별시 동작구 흑석로13마길 1
135,137,1236728,2015,자치단체청사,공공청사(대방동사무소),0,871,0,동작구 대방동501-2,37.50822712,126.926297,서울특별시 동작구 대방동 501-2,서울특별시 동작구 여의대방로44길 20
136,138,1236729,2015,자치단체청사,통합동주민센터 흑석2구역,0,747,0,동작구 흑석동54-152,37.50676294,126.9628812,서울특별시 동작구 흑석동 54-152,서울특별시 동작구 서달로12길 24
137,139,1236730,2015,자치단체청사,공공청사(기상청),0,18185,0,동작구 신대방동460-18,37.49378923,126.9173214,서울특별시 동작구 신대방동 460-18,서울특별시 동작구 여의대방로16길 61
138,140,1236731,2015,자치단체청사,공공청사(소방서),0,4896,0,동작구 신대방동460-19,37.49472199,126.9176297,서울특별시 동작구 신대방동 460-19,서울특별시 동작구 여의대방로16길 55
139,141,1236732,2015,자치단체청사,공공청사(남부수도사업소),0,5724,0,동작구 신대방동470-1,37.4943734,126.9133664,서울특별시 동작구 신대방동 713,서울특별시 동작구 여의대방로10길 38
140,142,1236733,2015,자치단체청사,공공청사(치안센터),0,1749,0,동작구 대방동45-4일대,37.51167941,126.9339082,서울특별시 동작구 대방동 45-4,서울특별시 동작구 등용로12나길 18
141,143,1236734,2015,자치단체청사,공공청사(흑석주민센터),0,747,0,흑석동39-2,37.5057248,126.9643247,서울특별시 동작구 흑석동 54-9,서울특별시 동작구 서달로12라길 11-1
142,144,1236735,2015,자치단체청사,공공청사(소방파출소),0,473,0,"상도동324-21, 36",37.49904711,126.9294922,서울특별시 동작구 상도동 324-21,서울특별시 동작구 국사봉1길 17
143,145,1236736,2015,자치단체청사,공공청사,0,700,0,흑석동272-3,37.50542007,126.9701515,서울특별시 동작구 흑석동 272-3,서울특별시 동작구 현충로20길 10
144,146,1236738,2015,자치단체청사,공공청사,0,501,0,흑석동177-32,37.50929604,126.9601493,서울특별시 동작구 흑석동 177-32,서울특별시 동작구 흑석로13길 13
145,147,1236739,2015,자치단체청사,공공청사,0,849,0,사당동1004-52,37.48303921,126.9787583,서울특별시 동작구 사당동 1004-52,서울특별시 동작구 동작대로17길 28
146,148,1236740,2015,자치단체청사,공공청사,0,861,0,흑석동173-63,37.5097443,126.9594049,서울특별시 동작구 흑석동 173-63,서울특별시 동작구 흑석로5길 110
147,149,1236741,2015,문화시설,문화시설,0,750,0,흑석동38-58일대,37.50489391,126.9665594,서울특별시 동작구 흑석동 38-58,서울특별시 동작구 현충로10길 42
148,150,1236742,2015,지자체사회복지시설,사회복지시설(동작종합사회복지관),0,662,0,동작구 대방동68-82일대,37.50622213,126.9328149,서울특별시 동작구 대방동 68-82,서울특별시 동작구 등용로 55
149,151,1236743,2015,지자체사회복지시설,사회복지시설(사당종합사회복지관),0,486,0,동작구 사당동268-22,37.4833786,126.9697739,서울특별시 동작구 사당동 240-15,서울특별시 동작구 사당로16다길 57
150,152,1236744,2015,지자체사회복지시설,사회복지시설(어린이집),0,1462,0,동작구 상도동159-403일대,37.50247388,126.9464419,서울특별시 동작구 상도동 159-403,서울특별시 동작구 양녕로36길 15
151,153,1236745,2015,지자체사회복지시설,사회복지시설(보건소에서 시설변경),0,384,0,동작구 노량진동62-8외1,37.51335456,126.9408779,서울특별시 동작구 노량진동 62-8,서울특별시 동작구 노량진로 134
152,154,1236746,2015,지자체사회복지시설,사회복지시설(예담어린이집),0,1117,0,동작구 상도1동511,37.50697558,126.9512261,서울특별시 동작구 상도1동 511,서울특별시 동작구 매봉로 43
153,155,1236747,2015,지자체사회복지시설,사회복지시설,0,159,0,동작구 노량진동224-6,37.51040559,126.9446283,서울특별시 동작구 노량진동 224-6,서울특별시 동작구 만양로 77
154,156,1236748,2015,지자체사회복지시설,사회복지시설,0,502,0,동작구 흑석동54-235,37.5045456,126.9629216,서울특별시 동작구 흑석동 93-41,서울특별시 동작구 서달로10길 55
155,157,1236749,2015,지자체사회복지시설,사회복지시설,0,1435,0,흑석동 231-8,37.50510662,126.9606425,서울특별시 동작구 흑석동 231-8,서울특별시 동작구 서달로 128
156,160,1236752,2015,지자체사회복지시설,사회복지시설,0,1283,0,흑석동 257-10,37.49976547,126.9601523,서울특별시 동작구 흑석동 257-10,서울특별시 동작구 서달로1길 17
157,161,1236753,2015,지자체사회복지시설,사회복지시설,0,726,0,흑석동 173-52,37.50984054,126.9591567,서울특별시 동작구 흑석동 173-52,서울특별시 동작구 흑석로5길 110
158,162,1236754,2015,지자체사회복지시설,사회복지시설(구립노인정),0,630,0,상도동122-54,37.4984903,126.9521415,서울특별시 동작구 상도동 467-7,서울특별시 동작구 상도로 335
159,163,1236755,2015,자치단체청소년수련시설,청소년수련시설,0,2892,0,동작구 본동 18-6번지 일대,37.51105786,126.9572956,서울특별시 동작구 본동 18-6,서울특별시 동작구 노량진로30길 55
160,164,1127023,2015,지방하천,하천,1350,30510,0,상도동 34,37.5056632,126.9445982,서울특별시 동작구 상도동 23-12,서울특별시 동작구 상도로33길 3
161,165,1127025,2015,유수시설,유수지,115,2602,0,노량진동 13-8,37.51532501,126.942059,서울특별시 동작구 노량진동 13-8,서울특별시 동작구 노들로 688
162,166,1127026,2015,유수시설,유수지,114,2595,0,대방동 82-6,37.5142668,126.9275648,서울특별시 동작구 대방동 87-1,서울특별시 동작구 여의대방로62길 7
163,167,1127027,2015,유수시설,유수지,0,0,7353,흑석동 1-2,37.50951023,126.9644547,서울특별시 동작구 흑석동 1-2,서울특별시 동작구 현충로 85-5
164,168,1127028,2015,유수시설,유수지,7741,7741,0,흑석동 105,37.50856741,126.9629645,서울특별시 동작구 흑석동 105,서울특별시 동작구 서달로15길 8-7
165,169,1127029,2015,방수시설,방수설비,0,1052,0,흑석동 7-1,37.50860889,126.9651515,서울특별시 동작구 흑석동 7-1,서울특별시 동작구 현충로 87
166,170,1127022,2015,종합병원,종합의료시설,561,24523,0,신대방동 395,37.4932384,126.9175228,서울특별시 동작구 신대방동 460-18,서울특별시 동작구 여의대방로16길 61
167,171,1127017,2015,공공하수도중 간선하수관,하수도,180,410,0,대방동 80,34.93362402,128.0616588,경상남도 사천시 대방동 80,경상남도 사천시 삼천포대교로 347-73
168,173,1127020,2015,공공하수도중 간선하수관,하수도,408,2040,0,대방동 79-5,37.51456597,126.9320233,서울특별시 동작구 대방동 79-5,서울특별시 동작구 노량진로 53
169,174,1127021,2015,공공하수도중 간선하수관,하수도,100,300,0,신대방동 362,37.4984729,126.9230918,서울특별시 동작구 대방동 509,서울특별시 동작구 여의대방로24다길 40
170,175,1184309,2015,소공원,공원,0,0,0,사당동164-1일원,37.4874191,126.9746541,서울특별시 동작구 사당동 1159-2,서울특별시 동작구 사당로27길 103
171,176,1184310,2015,소공원,공원,0,0,0,대방동 402-6일대,37.49941755,126.9232049,서울특별시 동작구 대방동 402-6,서울특별시 동작구 여의대방로26길 51
172,177,1184311,2015,소공원,공원,0,254,0,흑석동329-2(339-4),37.13807852,128.2428638,충청북도 제천시 흑석동 532,충청북도 제천시 흑석무도로5길 29
173,178,1184312,2015,소공원,공원,0,0,0,사당동1131,37.48539268,126.9712799,서울특별시 동작구 사당동 1131,서울특별시 동작구 사당로13길 31
174,179,1184315,2015,소공원,공원,0,1869,0,상도동134-278일대(산64-23),37.4945095,126.95103,서울특별시 동작구 상도동 531,서울특별시 동작구 상도로 346-1
175,180,1184316,2015,소공원,공원,0,822,0,상도동296-6일대,37.49669356,126.9322164,서울특별시 동작구 상도동 296-6,서울특별시 동작구 국사봉1길 115-5
176,181,1184317,2015,소공원,공원,0,1813,0,상도동174일대,37.5035426,126.9390047,서울특별시 동작구 상도동 183-34,서울특별시 동작구 상도로26가길 18
177,182,1184318,2015,소공원,공원,0,537,0,상도동167-11,37.5031869,126.9412479,서울특별시 동작구 상도동 521,서울특별시 동작구 장승배기로10가길 25
178,183,1184319,2015,소공원,공원,0,441,0,흑석동186-135,37.50918198,126.9578527,서울특별시 동작구 흑석동 186-135,서울특별시 동작구 흑석로5길 73
179,184,1184320,2015,소공원,공원,0,300,0,흑석동38-2일대,37.5054312,126.9642383,서울특별시 동작구 흑석동 335,서울특별시 동작구 서달로12라길 11-1
180,185,1184321,2015,소공원,공원,0,0,0,흑석동231-31일대,37.50454671,126.9605532,서울특별시 동작구 흑석동 231-31,서울특별시 동작구 서달로 124
181,186,1184322,2015,소공원,공원,0,0,0,흑석동173-197일대(용봉정근린공원내부),37.51118066,126.9582872,서울특별시 동작구 흑석동 173-197,서울특별시 동작구 현충로 52
182,187,1184323,2015,소공원,공원,0,0,0,흑석동173-148일대(용봉정근린공원내부),37.51057303,126.9580721,서울특별시 동작구 흑석동 173-77,서울특별시 동작구 흑석로3가길 5
183,188,1184324,2015,소공원,공원,0,0,0,흑석동235-89,37.5034789,126.9565812,서울특별시 동작구 흑석동 221,서울특별시 동작구 흑석로 84
184,189,1184325,2015,소공원,공원,0,0,0,흑석동275-12(기타공원시설),37.5055017,126.9715944,서울특별시 동작구 흑석동 275-15,서울특별시 동작구 현충로 164
185,190,1184326,2015,소공원,공원,0,0,0,흑석동275-13(기타공원시설,37.50547278,126.9719774,서울특별시 동작구 흑석동 275-13,서울특별시 동작구 현충로24가길 7
186,191,1184327,2015,소공원,공원,0,114,0,흑석동198-90일대,37.50910178,126.956313,서울특별시 동작구 흑석동 198-90,서울특별시 동작구 흑석로9길 80
187,192,1184328,2015,소공원,공원,0,1678,0,사당동181-376,37.49324012,126.9617962,서울특별시 동작구 사당동 181-376,서울특별시 동작구 사당로2가길 10-3
188,193,1184329,2015,소공원,공원,0,1680,0,사당동181-221,37.49027131,126.9629553,서울특별시 동작구 사당동 181-221,서울특별시 동작구 사당로2다길 78
189,194,1184333,2015,소공원,꽃담길 소공원,0,0,0,상도동25-3,37.5052387,126.9392533,서울특별시 동작구 상도동 26-20,서울특별시 동작구 상도로15길 143
190,195,1184330,2015,역사공원,공원(사육신),0,0,0,노량진동 152-3일대,37.51390965,126.9479224,서울특별시 동작구 노량진동 152-3,서울특별시 동작구 노량진로 191
191,196,1184331,2015,문화공원,공원,0,0,0,흑석동105일대,37.50856741,126.9629645,서울특별시 동작구 흑석동 105,서울특별시 동작구 서달로15길 8-7
192,197,1184332,2015,연결녹지,녹지,0,3011,0,흑석동339-2일대,37.50105325,126.958752,서울특별시 동작구 흑석동 339-2,서울특별시 동작구 서달로1길 17
193,198,1184257,2015,완충녹지,녹지,0,2269,0,흑석동140-1일대,37.51008831,126.9621377,서울특별시 동작구 흑석동 140-1,서울특별시 동작구 현충로 52
194,199,1184258,2015,완충녹지,녹지,0,1936,0,사당동190-6,37.4894335,126.9616058,서울특별시 동작구 사당동 1139,서울특별시 동작구 사당로2가길 102
195,201,1184260,2015,완충녹지,녹지,0,1217,0,흑석동274,37.50543846,126.9709142,서울특별시 동작구 흑석동 274,서울특별시 동작구 현충로 158
196,202,1184261,2015,경관녹지,녹지,0,2092,0,상도동36-1일대,37.5052719,126.9459914,서울특별시 동작구 상도동 22-86,서울특별시 동작구 상도로31길 83
197,204,1184263,2015,경관녹지,녹지,0,681,0,상도동55-170,37.5031401,126.9519907,서울특별시 동작구 상도1동 325-11,서울특별시 동작구 상도로47길 90
198,205,1184264,2015,경관녹지,녹지,0,1567,0,사당동1047-14,37.47728769,126.9749743,서울특별시 동작구 사당동 1047-14,서울특별시 동작구 남부순환로265나길 2
199,206,1184265,2015,경관녹지,흑석2경관녹지,0,37,0,흑석동 269번지 일대,37.50605284,126.9687361,서울특별시 동작구 흑석동 269,서울특별시 동작구 현충로 140
200,207,1184266,2015,경관녹지,사당동경관녹지,0,0,0,사당동 169-15,37.4859911,126.9726511,서울특별시 동작구 사당동 169-15,서울특별시 동작구 사당로17길 65
201,208,1184267,2015,경관녹지,녹지,0,0,0,흑석동18-1일대,37.50802274,126.9688405,서울특별시 동작구 흑석동 18-1,서울특별시 동작구 현충로 151
202,209,1184269,2015,경관녹지,녹지,0,537,0,흑석동 산43-2,36.26095822,127.3569292,대전광역시 서구 흑석동 산 43-2,
203,210,1184270,2015,경관녹지,녹지,0,3474,0,흑석동 산88-14,37.50575637,126.9675835,서울특별시 동작구 흑석동 산 88-14,서울특별시 동작구 현충로12길 20
204,211,1184271,2015,경관녹지,녹지,0,600,0,흑석동264외1필지,37.50617327,126.9679443,서울특별시 동작구 흑석동 264,서울특별시 동작구 현충로12길 6
205,212,1184272,2015,공공공지,공공공지,0,598,0,노량진205,37.5123231,126.9459524,서울특별시 동작구 노량진동 126-37,서울특별시 동작구 만양로14길 35
206,213,1184273,2015,공공공지,공공공지,0,108,0,노량진310-54,37.5060044,126.93822,서울특별시 동작구 상도동 900,서울특별시 동작구 장승배기로11가길 11
207,215,1184275,2015,공공공지,공공공지,0,317,0,동작동65-2,37.49164762,126.978249,서울특별시 동작구 사당동 65-2,서울특별시 동작구 동작대로35가길 67
208,216,1184276,2015,공공공지,공공공지,0,102,0,동작동 산89-1,37.4896119,126.9383033,서울특별시 관악구 봉천동 산 104-1,서울특별시 관악구 봉천로23길 92
209,218,1184278,2015,공공공지,공공공지,0,1450,0,사당동220-6,37.486509,126.9700604,서울특별시 동작구 사당동 220-6,서울특별시 동작구 사당로9나길 15
210,220,1184280,2015,공공공지,공공공지,0,140,0,상도동27-44,37.50506527,126.9435408,서울특별시 동작구 상도동 27-44,서울특별시 동작구 상도로30길 39
211,221,1184281,2015,공공공지,공공공지,0,236,0,상도동217-3,37.4964036,126.9409217,서울특별시 동작구 상도동 210-436,서울특별시 동작구 양녕로25길 70
