,일반시설일련번호,기준년도,시설종류,시설명,전체집행연장,전체집행면적,미집행연장,위치정보,좌표정보(X),좌표정보(Y),지번주소,도로명주소,법정동
125,1236718,2015,자치단체청사,공공청사,0,4779,0,동작구 노량진동72-35,37.51299707,126.9427747,서울특별시 동작구 노량진동 72-35,서울특별시 동작구 노량진로 148,노량진동
126,1236719,2015,자치단체청사,공공청사(사당1동사무소),0,495,0,동작구 사당동1049-11,37.47641296,126.97363390000001,서울특별시 동작구 사당동 1049-11,서울특별시 동작구 남부순환로 2025,사당동
127,1236720,2015,자치단체청사,공공청사(노량진2동),0,2971,0,노량진동 294-41,37.50874626,126.93649840000002,서울특별시 동작구 노량진동 294-41,서울특별시 동작구 노량진로8나길 91-2,노량진동
128,1236721,2015,자치단체청사,공공청사(노량진1동),0,2027,0,노량진동 225-171일대,37.50938115,126.94294099999999,서울특별시 동작구 노량진동 225-171,서울특별시 동작구 장승배기로16길 109-8,노량진동
129,1236722,2015,자치단체청사,공공청사(사당5동),0,578,0,동작구 사당동228-11,37.4856805,126.9669345,서울특별시 동작구 사당동 228-11,서울특별시 동작구 사당로2가길 219,사당동
130,1236723,2015,자치단체청사,공공청사(상도파출소),0,175,0,동작구 상도1동 706,37.50338293,126.947298,서울특별시 동작구 상도1동 706,서울특별시 동작구 상도로 268,상도1동
131,1236725,2015,자치단체청사,공공청사,0,3046,0,동작구 상도동176-3외5,37.50442384,126.9411375,서울특별시 동작구 상도동 176-3,서울특별시 동작구 장승배기로10길 42,상도동
132,1236726,2015,자치단체청사,공공청사(상도4동),0,330,0,동작구 상도동198-22외1,37.500011799999996,126.9378085,서울특별시 동작구 상도동 198-22,서울특별시 동작구 성대로25가길 23,상도동
133,1236727,2015,자치단체청사,주민센터 흑석7구역,0,729,0,동작구 흑석동 173-186,37.50940251,126.9600774,서울특별시 동작구 흑석동 173-186,서울특별시 동작구 흑석로13마길 1,흑석동
134,1236728,2015,자치단체청사,공공청사(대방동사무소),0,871,0,동작구 대방동501-2,37.50822712,126.92629699999999,서울특별시 동작구 대방동 501-2,서울특별시 동작구 여의대방로44길 20,대방동
135,1236729,2015,자치단체청사,통합동주민센터 흑석2구역,0,747,0,동작구 흑석동54-152,37.50676294,126.9628812,서울특별시 동작구 흑석동 54-152,서울특별시 동작구 서달로12길 24,흑석동
136,1236730,2015,자치단체청사,공공청사(기상청),0,18185,0,동작구 신대방동460-18,37.49378923,126.91732140000002,서울특별시 동작구 신대방동 460-18,서울특별시 동작구 여의대방로16길 61,신대방동
137,1236731,2015,자치단체청사,공공청사(소방서),0,4896,0,동작구 신대방동460-19,37.49472199,126.9176297,서울특별시 동작구 신대방동 460-19,서울특별시 동작구 여의대방로16길 55,신대방동
138,1236732,2015,자치단체청사,공공청사(남부수도사업소),0,5724,0,동작구 신대방동470-1,37.4943734,126.91336640000002,서울특별시 동작구 신대방동 713,서울특별시 동작구 여의대방로10길 38,신대방동
139,1236733,2015,자치단체청사,공공청사(치안센터),0,1749,0,동작구 대방동45-4일대,37.51167941,126.93390819999999,서울특별시 동작구 대방동 45-4,서울특별시 동작구 등용로12나길 18,대방동
140,1236734,2015,자치단체청사,공공청사(흑석주민센터),0,747,0,흑석동39-2,37.505724799999996,126.96432469999999,서울특별시 동작구 흑석동 54-9,서울특별시 동작구 서달로12라길 11-1,흑석동
141,1236735,2015,자치단체청사,공공청사(소방파출소),0,473,0,"상도동324-21, 36",37.49904711,126.9294922,서울특별시 동작구 상도동 324-21,서울특별시 동작구 국사봉1길 17,상도동
142,1236736,2015,자치단체청사,공공청사,0,700,0,흑석동272-3,37.50542007,126.97015149999999,서울특별시 동작구 흑석동 272-3,서울특별시 동작구 현충로20길 10,흑석동
143,1236738,2015,자치단체청사,공공청사,0,501,0,흑석동177-32,37.50929604,126.9601493,서울특별시 동작구 흑석동 177-32,서울특별시 동작구 흑석로13길 13,흑석동
144,1236739,2015,자치단체청사,공공청사,0,849,0,사당동1004-52,37.48303921,126.97875829999998,서울특별시 동작구 사당동 1004-52,서울특별시 동작구 동작대로17길 28,사당동
145,1236740,2015,자치단체청사,공공청사,0,861,0,흑석동173-63,37.509744299999994,126.95940490000001,서울특별시 동작구 흑석동 173-63,서울특별시 동작구 흑석로5길 110,흑석동
146,1236741,2015,문화시설,문화시설,0,750,0,흑석동38-58일대,37.50489391,126.96655940000001,서울특별시 동작구 흑석동 38-58,서울특별시 동작구 현충로10길 42,흑석동
147,1236742,2015,지자체사회복지시설,사회복지시설(동작종합사회복지관),0,662,0,동작구 대방동68-82일대,37.50622213,126.9328149,서울특별시 동작구 대방동 68-82,서울특별시 동작구 등용로 55,대방동
148,1236743,2015,지자체사회복지시설,사회복지시설(사당종합사회복지관),0,486,0,동작구 사당동268-22,37.4833786,126.9697739,서울특별시 동작구 사당동 240-15,서울특별시 동작구 사당로16다길 57,사당동
149,1236744,2015,지자체사회복지시설,사회복지시설(어린이집),0,1462,0,동작구 상도동159-403일대,37.50247388,126.9464419,서울특별시 동작구 상도동 159-403,서울특별시 동작구 양녕로36길 15,상도동
150,1236745,2015,지자체사회복지시설,사회복지시설(보건소에서 시설변경),0,384,0,동작구 노량진동62-8외1,37.51335456,126.9408779,서울특별시 동작구 노량진동 62-8,서울특별시 동작구 노량진로 134,노량진동
151,1236746,2015,지자체사회복지시설,사회복지시설(예담어린이집),0,1117,0,동작구 상도1동511,37.50697558,126.9512261,서울특별시 동작구 상도1동 511,서울특별시 동작구 매봉로 43,상도1동
152,1236747,2015,지자체사회복지시설,사회복지시설,0,159,0,동작구 노량진동224-6,37.51040559,126.9446283,서울특별시 동작구 노량진동 224-6,서울특별시 동작구 만양로 77,노량진동
153,1236748,2015,지자체사회복지시설,사회복지시설,0,502,0,동작구 흑석동54-235,37.5045456,126.9629216,서울특별시 동작구 흑석동 93-41,서울특별시 동작구 서달로10길 55,흑석동
154,1236749,2015,지자체사회복지시설,사회복지시설,0,1435,0,흑석동 231-8,37.50510662,126.9606425,서울특별시 동작구 흑석동 231-8,서울특별시 동작구 서달로 128,흑석동
155,1236752,2015,지자체사회복지시설,사회복지시설,0,1283,0,흑석동 257-10,37.49976547,126.9601523,서울특별시 동작구 흑석동 257-10,서울특별시 동작구 서달로1길 17,흑석동
156,1236753,2015,지자체사회복지시설,사회복지시설,0,726,0,흑석동 173-52,37.50984054,126.95915670000001,서울특별시 동작구 흑석동 173-52,서울특별시 동작구 흑석로5길 110,흑석동
157,1236754,2015,지자체사회복지시설,사회복지시설(구립노인정),0,630,0,상도동122-54,37.4984903,126.95214150000001,서울특별시 동작구 상도동 467-7,서울특별시 동작구 상도로 335,상도동
158,1236755,2015,자치단체청소년수련시설,청소년수련시설,0,2892,0,동작구 본동 18-6번지 일대,37.51105786,126.9572956,서울특별시 동작구 본동 18-6,서울특별시 동작구 노량진로30길 55,본동
159,1127023,2015,지방하천,하천,1350,30510,0,상도동 34,37.5056632,126.9445982,서울특별시 동작구 상도동 23-12,서울특별시 동작구 상도로33길 3,상도동
160,1127025,2015,유수시설,유수지,115,2602,0,노량진동 13-8,37.51532501,126.94205900000001,서울특별시 동작구 노량진동 13-8,서울특별시 동작구 노들로 688,노량진동
161,1127026,2015,유수시설,유수지,114,2595,0,대방동 82-6,37.514266799999994,126.9275648,서울특별시 동작구 대방동 87-1,서울특별시 동작구 여의대방로62길 7,대방동
162,1127027,2015,유수시설,유수지,0,0,7353,흑석동 1-2,37.50951023,126.9644547,서울특별시 동작구 흑석동 1-2,서울특별시 동작구 현충로 85-5,흑석동
163,1127028,2015,유수시설,유수지,7741,7741,0,흑석동 105,37.50856741,126.9629645,서울특별시 동작구 흑석동 105,서울특별시 동작구 서달로15길 8-7,흑석동
164,1127029,2015,방수시설,방수설비,0,1052,0,흑석동 7-1,37.50860889,126.96515149999999,서울특별시 동작구 흑석동 7-1,서울특별시 동작구 현충로 87,흑석동
165,1127022,2015,종합병원,종합의료시설,561,24523,0,신대방동 395,37.493238399999996,126.91752279999999,서울특별시 동작구 신대방동 460-18,서울특별시 동작구 여의대방로16길 61,신대방동
167,1127020,2015,공공하수도중 간선하수관,하수도,408,2040,0,대방동 79-5,37.51456597,126.9320233,서울특별시 동작구 대방동 79-5,서울특별시 동작구 노량진로 53,대방동
168,1127021,2015,공공하수도중 간선하수관,하수도,100,300,0,신대방동 362,37.498472899999996,126.92309180000001,서울특별시 동작구 대방동 509,서울특별시 동작구 여의대방로24다길 40,대방동
169,1184309,2015,소공원,공원,0,0,0,사당동164-1일원,37.4874191,126.9746541,서울특별시 동작구 사당동 1159-2,서울특별시 동작구 사당로27길 103,사당동
170,1184310,2015,소공원,공원,0,0,0,대방동 402-6일대,37.49941755,126.92320490000002,서울특별시 동작구 대방동 402-6,서울특별시 동작구 여의대방로26길 51,대방동
172,1184312,2015,소공원,공원,0,0,0,사당동1131,37.48539268,126.97127990000001,서울특별시 동작구 사당동 1131,서울특별시 동작구 사당로13길 31,사당동
173,1184315,2015,소공원,공원,0,1869,0,상도동134-278일대(산64-23),37.4945095,126.95103,서울특별시 동작구 상도동 531,서울특별시 동작구 상도로 346-1,상도동
174,1184316,2015,소공원,공원,0,822,0,상도동296-6일대,37.49669356,126.93221640000002,서울특별시 동작구 상도동 296-6,서울특별시 동작구 국사봉1길 115-5,상도동
175,1184317,2015,소공원,공원,0,1813,0,상도동174일대,37.5035426,126.9390047,서울특별시 동작구 상도동 183-34,서울특별시 동작구 상도로26가길 18,상도동
176,1184318,2015,소공원,공원,0,537,0,상도동167-11,37.5031869,126.94124790000001,서울특별시 동작구 상도동 521,서울특별시 동작구 장승배기로10가길 25,상도동
177,1184319,2015,소공원,공원,0,441,0,흑석동186-135,37.50918198,126.9578527,서울특별시 동작구 흑석동 186-135,서울특별시 동작구 흑석로5길 73,흑석동
178,1184320,2015,소공원,공원,0,300,0,흑석동38-2일대,37.505431200000004,126.96423829999999,서울특별시 동작구 흑석동 335,서울특별시 동작구 서달로12라길 11-1,흑석동
179,1184321,2015,소공원,공원,0,0,0,흑석동231-31일대,37.50454671,126.9605532,서울특별시 동작구 흑석동 231-31,서울특별시 동작구 서달로 124,흑석동
180,1184322,2015,소공원,공원,0,0,0,흑석동173-197일대(용봉정근린공원내부),37.51118066,126.9582872,서울특별시 동작구 흑석동 173-197,서울특별시 동작구 현충로 52,흑석동
181,1184323,2015,소공원,공원,0,0,0,흑석동173-148일대(용봉정근린공원내부),37.51057303,126.9580721,서울특별시 동작구 흑석동 173-77,서울특별시 동작구 흑석로3가길 5,흑석동
182,1184324,2015,소공원,공원,0,0,0,흑석동235-89,37.5034789,126.95658119999999,서울특별시 동작구 흑석동 221,서울특별시 동작구 흑석로 84,흑석동
183,1184325,2015,소공원,공원,0,0,0,흑석동275-12(기타공원시설),37.5055017,126.97159440000001,서울특별시 동작구 흑석동 275-15,서울특별시 동작구 현충로 164,흑석동
184,1184326,2015,소공원,공원,0,0,0,흑석동275-13(기타공원시설,37.50547278,126.9719774,서울특별시 동작구 흑석동 275-13,서울특별시 동작구 현충로24가길 7,흑석동
185,1184327,2015,소공원,공원,0,114,0,흑석동198-90일대,37.50910178,126.956313,서울특별시 동작구 흑석동 198-90,서울특별시 동작구 흑석로9길 80,흑석동
186,1184328,2015,소공원,공원,0,1678,0,사당동181-376,37.49324012,126.96179620000001,서울특별시 동작구 사당동 181-376,서울특별시 동작구 사당로2가길 10-3,사당동
187,1184329,2015,소공원,공원,0,1680,0,사당동181-221,37.49027131,126.9629553,서울특별시 동작구 사당동 181-221,서울특별시 동작구 사당로2다길 78,사당동
188,1184333,2015,소공원,꽃담길 소공원,0,0,0,상도동25-3,37.50523870000001,126.9392533,서울특별시 동작구 상도동 26-20,서울특별시 동작구 상도로15길 143,상도동
189,1184330,2015,역사공원,공원(사육신),0,0,0,노량진동 152-3일대,37.51390965,126.94792240000001,서울특별시 동작구 노량진동 152-3,서울특별시 동작구 노량진로 191,노량진동
190,1184331,2015,문화공원,공원,0,0,0,흑석동105일대,37.50856741,126.9629645,서울특별시 동작구 흑석동 105,서울특별시 동작구 서달로15길 8-7,흑석동
191,1184332,2015,연결녹지,녹지,0,3011,0,흑석동339-2일대,37.50105325,126.958752,서울특별시 동작구 흑석동 339-2,서울특별시 동작구 서달로1길 17,흑석동
192,1184257,2015,완충녹지,녹지,0,2269,0,흑석동140-1일대,37.51008831,126.96213770000001,서울특별시 동작구 흑석동 140-1,서울특별시 동작구 현충로 52,흑석동
193,1184258,2015,완충녹지,녹지,0,1936,0,사당동190-6,37.489433500000004,126.9616058,서울특별시 동작구 사당동 1139,서울특별시 동작구 사당로2가길 102,사당동
194,1184260,2015,완충녹지,녹지,0,1217,0,흑석동274,37.50543846,126.9709142,서울특별시 동작구 흑석동 274,서울특별시 동작구 현충로 158,흑석동
195,1184261,2015,경관녹지,녹지,0,2092,0,상도동36-1일대,37.5052719,126.94599140000001,서울특별시 동작구 상도동 22-86,서울특별시 동작구 상도로31길 83,상도동
196,1184263,2015,경관녹지,녹지,0,681,0,상도동55-170,37.5031401,126.95199070000001,서울특별시 동작구 상도1동 325-11,서울특별시 동작구 상도로47길 90,상도1동
197,1184264,2015,경관녹지,녹지,0,1567,0,사당동1047-14,37.47728769,126.9749743,서울특별시 동작구 사당동 1047-14,서울특별시 동작구 남부순환로265나길 2,사당동
198,1184265,2015,경관녹지,흑석2경관녹지,0,37,0,흑석동 269번지 일대,37.50605284,126.9687361,서울특별시 동작구 흑석동 269,서울특별시 동작구 현충로 140,흑석동
199,1184266,2015,경관녹지,사당동경관녹지,0,0,0,사당동 169-15,37.4859911,126.9726511,서울특별시 동작구 사당동 169-15,서울특별시 동작구 사당로17길 65,사당동
200,1184267,2015,경관녹지,녹지,0,0,0,흑석동18-1일대,37.50802274,126.9688405,서울특별시 동작구 흑석동 18-1,서울특별시 동작구 현충로 151,흑석동
202,1184270,2015,경관녹지,녹지,0,3474,0,흑석동 산88-14,37.50575637,126.96758349999999,서울특별시 동작구 흑석동 산 88-14,서울특별시 동작구 현충로12길 20,흑석동
203,1184271,2015,경관녹지,녹지,0,600,0,흑석동264외1필지,37.50617327,126.9679443,서울특별시 동작구 흑석동 264,서울특별시 동작구 현충로12길 6,흑석동
204,1184272,2015,공공공지,공공공지,0,598,0,노량진205,37.5123231,126.9459524,서울특별시 동작구 노량진동 126-37,서울특별시 동작구 만양로14길 35,노량진동
205,1184273,2015,공공공지,공공공지,0,108,0,노량진310-54,37.5060044,126.93822,서울특별시 동작구 상도동 900,서울특별시 동작구 장승배기로11가길 11,상도동
206,1184275,2015,공공공지,공공공지,0,317,0,동작동65-2,37.49164762,126.978249,서울특별시 동작구 사당동 65-2,서울특별시 동작구 동작대로35가길 67,사당동
208,1184278,2015,공공공지,공공공지,0,1450,0,사당동220-6,37.486509000000005,126.97006040000001,서울특별시 동작구 사당동 220-6,서울특별시 동작구 사당로9나길 15,사당동
209,1184280,2015,공공공지,공공공지,0,140,0,상도동27-44,37.50506527,126.94354080000001,서울특별시 동작구 상도동 27-44,서울특별시 동작구 상도로30길 39,상도동
210,1184281,2015,공공공지,공공공지,0,236,0,상도동217-3,37.4964036,126.94092169999999,서울특별시 동작구 상도동 210-436,서울특별시 동작구 양녕로25길 70,상도동
211,1184282,2015,공공공지,공공공지,0,437,0,사당동149-4,37.48438694,126.97980849999999,서울특별시 동작구 사당동 148-40,서울특별시 동작구 동작대로23길 33,사당동
212,1184283,2015,공공공지,공공공지,0,686,0,사당동324-20,37.48387855,126.97576629999999,서울특별시 동작구 사당동 324-20,서울특별시 동작구 사당로23길 57-14,사당동
213,1184284,2015,공공공지,공공공지,0,3402,0,상도4동244-183일대,37.49978486,126.93549569999999,서울특별시 동작구 상도동 244-183,서울특별시 동작구 성대로21가길 16,상도동
214,1184285,2015,공공공지,공공공지,0,923,0,상도동159-442일대,37.501027,126.9410397,서울특별시 동작구 상도동 201-73,서울특별시 동작구 장승배기로3길 8-1,상도동
215,1184286,2015,공공공지,공공공지,0,17,0,상도동159-1일대,37.50164342,126.9462405,서울특별시 동작구 상도동 159-1,서울특별시 동작구 양녕로36길 4,상도동
216,1184287,2015,공공공지,공공공지,0,31,0,상도동159-120일대,37.50171871,126.947355,서울특별시 동작구 상도동 159-120,서울특별시 동작구 상도로38길 22,상도동
217,1184288,2015,공공공지,공공공지,0,385,0,상도동169-86,37.5034639,126.9414906,서울특별시 동작구 상도동 521-2,서울특별시 동작구 장승배기로4길 9,상도동
218,1184289,2015,공공공지,공공공지,0,146,0,상도동156-54,37.5032478,126.94241650000001,서울특별시 동작구 상도동 521-1,서울특별시 동작구 장승배기로4길 9,상도동
219,1184290,2015,공공공지,공공공지,0,121,0,상도동156-3,37.5039171,126.9418959,서울특별시 동작구 상도동 535,서울특별시 동작구 상도로30길 40,상도동
220,1184293,2015,공공공지,공공공지,0,96,0,흑석동198-52,37.50900048,126.9564834,서울특별시 동작구 흑석동 198-38,서울특별시 동작구 흑석로9길 74,흑석동
221,1184294,2015,공공공지,공공공지,0,189,0,흑석동225-44,37.50757936,126.9615255,서울특별시 동작구 흑석동 225-44,서울특별시 동작구 서달로13길 5-30,흑석동
222,1184295,2015,공공공지,공공공지,0,527,0,흑석동86-81,37.50662732,126.96167539999999,서울특별시 동작구 흑석동 86-81,서울특별시 동작구 서달로10길 2,흑석동
223,1184296,2015,공공공지,공공공지,0,373,0,흑석동97-2,37.50733796,126.9623125,서울특별시 동작구 흑석동 97-2,서울특별시 동작구 서달로 158,흑석동
224,1184297,2015,공공공지,공공공지,0,114,0,흑석동97-2,37.50733796,126.9623125,서울특별시 동작구 흑석동 97-2,서울특별시 동작구 서달로 158,흑석동
225,1184298,2015,공공공지,공공공지,0,491,0,흑석동339-3,37.50075781,126.9592558,서울특별시 동작구 흑석동 339-3,서울특별시 동작구 서달로1길 27,흑석동
226,1184299,2015,공공공지,공공공지,0,4245,0,흑석동257,37.50017231,126.9602608,서울특별시 동작구 흑석동 257,서울특별시 동작구 서달로 83,흑석동
227,1184300,2015,공공공지,공공공지,0,812,0,상도3동296-6일대,37.49669356,126.93221640000002,서울특별시 동작구 상도동 296-6,서울특별시 동작구 국사봉1길 115-5,상도동
228,1184301,2015,공공공지,공공공지,0,86,0,상도동36-1일대,37.5052719,126.94599140000001,서울특별시 동작구 상도동 22-86,서울특별시 동작구 상도로31길 83,상도동
229,1184302,2015,공공공지,공공공지,0,136,0,신대방동341-57일대,37.495033899999996,126.9254108,서울특별시 동작구 신대방동 366-59,서울특별시 동작구 보라매로9길 31,신대방동
230,1184303,2015,공공공지,공공공지,0,94,0,신대방동698번지,37.48557939,126.9044762,서울특별시 동작구 신대방동 698,서울특별시 동작구 시흥대로 596,신대방동
231,1184304,2015,공공공지,공공공지,0,0,0,노량진동329-12,37.50744261,126.94775249999999,서울특별시 동작구 노량진동 329-12,서울특별시 동작구 만양로 35,노량진동
232,1184305,2015,공공공지,공공공지,0,968,0,노량진동315-72일대,37.505480299999995,126.93705109999999,서울특별시 동작구 상도동 363-143,서울특별시 동작구 등용로2길 4,상도동
233,1184306,2015,공공공지,공공공지,0,373,0,흑석동97-38일대,37.50694773,126.9625683,서울특별시 동작구 흑석동 97-38,서울특별시 동작구 서달로12길 13,흑석동
234,1184307,2015,공공공지,공공공지,0,0,0,노량진동 294-432일대,37.5074205,126.9359534,서울특별시 동작구 노량진동 294-432,서울특별시 동작구 노량진로8나길 120,노량진동
235,1184308,2015,공공공지,공공공지,0,222,0,사당동181-366,37.49215272,126.9630146,서울특별시 동작구 사당동 181-366,서울특별시 동작구 사당로2길 40,사당동
236,1127031,2015,배수시설,수도공급설비,27904,27904,0,노량진동12일대,37.5150226,126.94220659999999,서울특별시 동작구 노량진동 13-8,서울특별시 동작구 노들로 688,노량진동
237,1127032,2015,배수시설,수도공급설비,2500,3869,0,사당동 산32-2,37.4841342,126.9633128,서울특별시 동작구 사당동 산 32-2,서울특별시 동작구 솔밭로 47,사당동
238,1127033,2015,배수시설,수도공급설비,60000,25042,0,대방동305-2일대,37.510767200000004,126.92895359999999,서울특별시 동작구 대방동 23-176,서울특별시 동작구 여의대방로44길 39,대방동
242,1233921,2015,노외주차장,사진개,0,0,0,흑석동 192-1,37.5079445,126.9592706,서울특별시 동작구 흑석동 191-4,서울특별시 동작구 흑석로13가길 34-18,흑석동
260,1234072,2015,중학교,기성,0,22501,0,흑석동295,37.503949600000006,126.9683158,서울특별시 동작구 흑석동 295,서울특별시 동작구 현충로12길 106,흑석동
272,1218768,2015,어린이공원,상도5공원,0,2844,0,상도동 455-174 일원,37.506033,126.93328259999998,서울특별시 동작구 대방동 5,서울특별시 동작구 등용로 50,대방동
274,1218555,2015,경관녹지,녹지,0,440,0,상도동 466-3 일원,37.49902499,126.9522633,서울특별시 동작구 상도동 466-1,서울특별시 동작구 상도로49길 10-1,상도동
275,1197749,2015,물류시설,대규모점포,0,22349,0,상도동 472-1 일원,37.49733079999999,126.9498212,서울특별시 동작구 상도동 533,서울특별시 동작구 상도로 346-2,상도동
276,1219226,2015,공공도서관,도서관,0,54583,0,상도동 194-2 일원,37.50231631,126.93647209999999,서울특별시 동작구 상도동 194-2,서울특별시 동작구 상도로22가길 8,상도동
277,1219234,2015,사회복지법인시설,사회복지시설,0,54583,0,상도동 196-4 일원,37.50226141,126.9379318,서울특별시 동작구 상도동 196-4,서울특별시 동작구 장승배기로9다길 26,상도동
284,1195201,2015,노외주차장,주차장,0,1826,0,상도동 466-8일원,37.498732200000006,126.952354,서울특별시 동작구 상도동 67-6,서울특별시 동작구 상도로37길 61,상도동
301,1250849,2015,어린이공원,창원-어린이공원55(먼등),0,508,0,대방동 333-3,37.49912695,126.92876129999999,서울특별시 동작구 대방동 333-3,서울특별시 동작구 국사봉1길 3,대방동
309,1184254,2015,완충녹지,녹지,0,336,0,사당동산24,37.4851471,126.97388810000001,서울특별시 동작구 사당동 169-8,서울특별시 동작구 사당로17길 52,사당동
